"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"
1.703306229E2	6.750060618E-2	1.359175146E-2	2.748893574E-2
1.703406229E2	7.849618047E-2	1.603521220E-2	2.855795063E-2
1.703506229E2	8.827003092E-2	2.092213556E-2	3.100141138E-2
1.703606229E2	9.789115191E-2	2.321287990E-2	3.084869497E-2
1.703706229E2	1.088867337E-1	2.076941915E-2	3.329215571E-2
1.703806229E2	1.149953827E-1	2.443460934E-2	3.558290005E-2
1.703906229E2	1.259909570E-1	2.794708498E-2	3.543018550E-2
1.704006229E2	1.357648075E-1	2.672535367E-2	3.543018550E-2
1.704106229E2	1.466076523E-1	3.039054573E-2	3.649919853E-2
1.704206229E2	1.527163088E-1	3.161227703E-2	3.894266114E-2
1.704306229E2	1.612684280E-1	3.023782931E-2	3.756821156E-2
1.704406229E2	1.673770845E-1	3.268129006E-2	3.756821156E-2
1.704506229E2	1.734857261E-1	3.634648025E-2	3.756821156E-2
1.704606229E2	1.831068546E-1	3.512475267E-2	3.863722831E-2
1.704706229E2	1.892155111E-1	3.497203439E-2	3.863722831E-2
1.704806229E2	1.953241676E-1	3.863722831E-2	3.726277873E-2
1.704906229E2	2.014328092E-1	4.230241850E-2	3.604105115E-2
1.705006229E2	2.050980031E-1	3.741549700E-2	3.604105115E-2
1.705106229E2	2.098322064E-1	3.985895589E-2	3.466660157E-2
1.705206229E2	2.134974003E-1	3.863722831E-2	3.466660157E-2
1.705306229E2	2.183843255E-1	3.985895589E-2	3.344487399E-2
1.705406229E2	2.208277881E-1	3.970624134E-2	3.344487399E-2
1.705506229E2	2.232712507E-1	4.337143153E-2	3.100141138E-2
1.705606229E2	2.269364446E-1	4.092797264E-2	2.962696366E-2
1.705706229E2	2.281581759E-1	4.092797264E-2	3.084869497E-2
1.705806229E2	2.306016237E-1	4.337143153E-2	2.962696366E-2
1.705906229E2	2.304489166E-1	4.092797264E-2	2.718350291E-2
1.706006229E2	2.316706479E-1	4.092797264E-2	2.596177347E-2
1.706106229E2	2.304489166E-1	4.214970022E-2	2.474004216E-2
1.706206229E2	2.280054539E-1	4.214970022E-2	2.474004216E-2
1.706306229E2	2.280054539E-1	4.092797264E-2	2.351831272E-2
1.706406229E2	2.267837226E-1	3.970624134E-2	2.229658142E-2
1.706506229E2	2.255619913E-1	4.214970022E-2	2.107485011E-2
1.706606229E2	2.218967974E-1	3.985895589E-2	2.000583708E-2
1.706706229E2	2.182316035E-1	3.863722831E-2	1.878410578E-2
1.706806229E2	2.133446932E-1	3.741549700E-2	1.756237634E-2
1.706906229E2	2.084577680E-1	3.863722831E-2	1.527163107E-2
1.707006229E2	2.047925740E-1	3.252857551E-2	1.527163107E-2
1.707106229E2	1.988366395E-1	3.497203439E-2	1.282817032E-2
1.707206229E2	1.915062517E-1	3.497203439E-2	1.420261711E-2
1.707306229E2	1.878410578E-1	3.268129006E-2	1.298088674E-2
1.707406229E2	1.805106848E-1	2.901609987E-2	1.420261711E-2
1.707506229E2	1.744020283E-1	2.779436857E-2	1.313360315E-2
1.707606229E2	1.634064466E-1	2.779436857E-2	1.191187184E-2
1.707706229E2	1.585195363E-1	2.794708498E-2	9.621127509E-3
1.707806229E2	1.513418704E-1	2.550362423E-2	1.084285788E-2
1.707906229E2	1.440114826E-1	2.672535367E-2	9.773843922E-3
1.708006229E2	1.354593635E-1	2.306016348E-2	8.552113548E-3
1.708106229E2	1.269072592E-1	2.306016348E-2	8.704829961E-3
1.708206229E2	1.148426682E-1	1.954768784E-2	8.704829961E-3
1.708306229E2	1.038470939E-1	1.954768784E-2	8.857546374E-3
1.708406229E2	9.896016866E-2	1.710422710E-2	8.857546374E-3
1.708506229E2	8.796459436E-2	1.603521220E-2	9.010262787E-3
1.708606229E2	7.712173462E-2	1.603521220E-2	7.941247895E-3
1.708706229E2	6.734789163E-2	1.237002108E-2	7.941247895E-3
1.708806229E2	5.635231733E-2	1.130100712E-2	8.093964309E-3
1.708906229E2	4.780020565E-2	1.007927675E-2	8.093964309E-3
1.709006229E2	3.329215571E-2	7.635815535E-3	7.024950348E-3
1.709106229E2	2.351831272E-2	4.123340361E-3	7.177666761E-3
1.709206229E2	1.252273750E-2	5.345070735E-3	7.330383174E-3
1.709306229E2	4.123340361E-3	2.901609987E-3	6.108652335E-3
1.709406229E2	-9.315694682E-3	6.108652451E-4	5.039638374E-3
1.709506229E2	-2.031126991E-2	-3.054326167E-3	5.192354787E-3
1.709606229E2	-3.008511290E-2	-5.497787148E-3	5.192354787E-3
1.709706229E2	-4.459316283E-2	-7.788531948E-3	4.123340361E-3
1.709806229E2	-5.070181563E-2	-7.788531948E-3	3.054326167E-3
1.709906229E2	-6.169738993E-2	-1.145372353E-2	3.054326167E-3
1.710006229E2	-7.269296050E-2	-1.130100712E-2	-4.581489484E-4
1.710106229E2	-8.353582025E-2	-1.496619824E-2	-3.054326226E-4
1.710206229E2	-9.453139454E-2	-1.740965992E-2	-1.527163084E-3
1.710306229E2	-1.043052375E-1	-1.603521220E-2	-2.596177394E-3
1.710406229E2	-1.140790880E-1	-1.847867295E-2	-5.039638374E-3
1.710506229E2	-1.201877370E-1	-1.970040426E-2	-3.665191587E-3
1.710606229E2	-1.299615800E-1	-2.199114859E-2	-8.552113548E-3
1.710706229E2	-1.383609772E-1	-2.321287990E-2	-8.399397135E-3
1.710806229E2	-1.456913650E-1	-2.687807009E-2	-1.206458826E-2
1.710906229E2	-1.554652005E-1	-2.687807009E-2	-1.313360315E-2
1.711006229E2	-1.640173197E-1	-2.672535367E-2	-1.542434748E-2
1.711106229E2	-1.689042449E-1	-2.916881628E-2	-1.664607786E-2
1.711206229E2	-1.762346178E-1	-3.039054573E-2	-1.908953860E-2
1.711306229E2	-1.835650057E-1	-3.161227703E-2	-2.138028294E-2
1.711406229E2	-1.872301996E-1	-3.405573592E-2	-2.382374369E-2
1.711506229E2	-1.945605874E-1	-3.512475267E-2	-2.626720630E-2
1.711606229E2	-1.994474977E-1	-3.390302137E-2	-2.733621933E-2
1.711706229E2	-2.043344229E-1	-3.634648025E-2	-2.855795063E-2
1.711806229E2	-2.079996169E-1	-3.878994286E-2	-2.977968007E-2
1.711906229E2	-2.128865421E-1	-3.756821156E-2	-3.329215571E-2
1.712006229E2	-2.153300047E-1	-3.756821156E-2	-3.573561832E-2
1.712106229E2	-2.189951837E-1	-4.108068720E-2	-3.695734590E-2
1.712206229E2	-2.202169150E-1	-4.352414981E-2	-3.940080851E-2
1.712306229E2	-2.226603776E-1	-3.863722831E-2	-3.940080851E-2
1.712406229E2	-2.226603776E-1	-3.985895589E-2	-4.184427112E-2
1.712506229E2	-2.214386463E-1	-4.108068720E-2	-4.306599870E-2
1.712606229E2	-2.263255715E-1	-4.108068720E-2	-4.413501546E-2
1.712706229E2	-2.251038402E-1	-4.352414981E-2	-4.550946131E-2
1.712806229E2	-2.251038402E-1	-4.474587739E-2	-4.673119262E-2
1.712906229E2	-2.238821089E-1	-4.230241850E-2	-4.673119262E-2
1.713006229E2	-2.238821089E-1	-4.352414981E-2	-4.673119262E-2
1.713106229E2	-2.189951837E-1	-4.108068720E-2	-4.795292020E-2
1.713206229E2	-2.177734673E-1	-4.474587739E-2	-4.673119262E-2
1.713306229E2	-2.165517360E-1	-4.230241850E-2	-4.673119262E-2
1.713406229E2	-2.116648108E-1	-4.367686436E-2	-4.673119262E-2
1.713506229E2	-2.092213482E-1	-4.245513305E-2	-4.566217586E-2
1.713606229E2	-2.008219510E-1	-3.756821156E-2	-4.566217586E-2
1.713706229E2	-1.971567571E-1	-3.878994286E-2	-4.321871698E-2
1.713806229E2	-1.922698319E-1	-3.756821156E-2	-4.337143153E-2
1.713906229E2	-1.873829067E-1	-3.634648025E-2	-4.092797264E-2
1.714006229E2	-1.812742651E-1	-3.649919853E-2	-3.970624134E-2
1.714106229E2	-1.751656085E-1	-3.527746722E-2	-3.863722831E-2
1.714206229E2	-1.678352207E-1	-3.283400834E-2	-3.619376570E-2
1.714306229E2	-1.641700417E-1	-3.405573592E-2	-3.375030309E-2
1.714406229E2	-1.531744599E-1	-3.054326214E-2	-3.268129006E-2
1.714506229E2	-1.470658034E-1	-3.054326214E-2	-3.023782931E-2
1.714606229E2	-1.385136992E-1	-2.565634064E-2	-2.794708498E-2
1.714706229E2	-1.311833113E-1	-2.443460934E-2	-2.428189293E-2
1.714806229E2	-1.203404516E-1	-2.458732575E-2	-2.199114859E-2
1.714906229E2	-1.130100712E-1	-2.336559631E-2	-1.970040426E-2
1.715006229E2	-1.044579595E-1	-1.970040426E-2	-1.847867295E-2
1.715106229E2	-9.468411654E-2	-1.725694351E-2	-1.374446787E-2
1.715206229E2	-8.368854225E-2	-1.863138936E-2	-1.130100712E-2
1.715306229E2	-7.513642311E-2	-1.252273750E-2	-7.788531948E-3
1.715406229E2	-6.536258012E-2	-1.252273750E-2	-5.497787148E-3
1.715506229E2	-5.558873713E-2	-1.145372353E-2	-1.832595794E-3
1.715606229E2	-4.581489414E-2	-9.010262787E-3	4.581489484E-4
1.715706229E2	-3.497203439E-2	-6.566801574E-3	4.123340361E-3
1.715806229E2	-2.031126991E-2	-1.832595794E-3	7.635815535E-3
1.715906229E2	-1.420261711E-2	-1.832595794E-3	8.704829961E-3
1.716006229E2	-3.207042580E-3	6.108652451E-4	1.114829071E-2
1.716106229E2	5.345070735E-3	1.679879380E-3	1.343903504E-2
1.716206229E2	1.756237634E-2	4.123340361E-3	1.695151068E-2
1.716306229E2	2.855795063E-2	6.566801574E-3	1.817324013E-2
1.716406229E2	4.184427112E-2	1.007927675E-2	2.046398632E-2
1.716506229E2	4.795292020E-2	1.007927675E-2	2.275473066E-2
1.716606229E2	5.894849449E-2	1.359175146E-2	2.519819140E-2
1.716706229E2	6.872233748E-2	1.481348183E-2	2.871066704E-2
1.716806229E2	7.849618047E-2	1.725694351E-2	2.733621933E-2
1.716906229E2	8.949175477E-2	1.970040426E-2	3.100141138E-2
1.717006229E2	1.003346145E-1	2.199114859E-2	3.084869497E-2
1.717106229E2	1.076650023E-1	2.076941915E-2	3.329215571E-2
1.717206229E2	1.149953827E-1	2.321287990E-2	3.313944116E-2
1.717306229E2	1.247692257E-1	2.672535367E-2	3.313944116E-2
1.717406229E2	1.345430762E-1	2.672535367E-2	3.543018550E-2
1.717506229E2	1.441642046E-1	3.039054573E-2	3.772092983E-2
1.717606229E2	1.527163088E-1	2.916881628E-2	3.649919853E-2
1.717706229E2	1.576032341E-1	3.145955876E-2	3.649919853E-2
1.717806229E2	1.661553532E-1	3.268129006E-2	3.756821156E-2
1.717906229E2	1.734857261E-1	3.512475267E-2	3.756821156E-2
1.718006229E2	1.794416606E-1	3.512475267E-2	3.741549700E-2
1.718106229E2	1.855503172E-1	3.741549700E-2	3.741549700E-2
1.718206229E2	1.916589737E-1	3.741549700E-2	3.604105115E-2
1.718306229E2	1.965458989E-1	3.741549700E-2	3.726277873E-2
1.718406229E2	2.002110779E-1	3.863722831E-2	3.604105115E-2
1.718506229E2	2.038762718E-1	3.985895589E-2	3.359758854E-2
1.718606229E2	2.110539377E-1	3.985895589E-2	3.344487399E-2
1.718706229E2	2.159408629E-1	3.985895589E-2	3.344487399E-2
1.718806229E2	2.171625942E-1	3.741549700E-2	3.222314268E-2
1.718906229E2	2.183843255E-1	4.108068720E-2	3.222314268E-2
1.719006229E2	2.208277881E-1	3.970624134E-2	3.100141138E-2
1.719106229E2	2.232712507E-1	3.970624134E-2	2.855795063E-2
1.719206229E2	2.232712507E-1	4.214970022E-2	2.855795063E-2
1.719306229E2	2.257147133E-1	4.092797264E-2	2.718350291E-2
1.719406229E2	2.231185287E-1	3.848451003E-2	2.489275858E-2
1.719506229E2	2.243402600E-1	4.092797264E-2	2.489275858E-2
1.719606229E2	2.218967974E-1	3.848451003E-2	2.367102914E-2
1.719706229E2	2.231185287E-1	3.970624134E-2	2.244929783E-2
1.719806229E2	2.194533348E-1	3.985895589E-2	2.000583708E-2
1.719906229E2	2.182316035E-1	3.985895589E-2	2.122756653E-2
1.720006229E2	2.157881409E-1	3.863722831E-2	2.000583708E-2
1.720106229E2	2.109012306E-1	3.497203439E-2	1.878410578E-2
1.720206229E2	2.073887438E-1	3.619376570E-2	1.771509275E-2
1.720306229E2	2.049452960E-1	3.741549700E-2	1.649336144E-2
1.720406229E2	1.988366395E-1	3.497203439E-2	1.404990070E-2
1.720506229E2	1.915062517E-1	3.375030309E-2	1.542434748E-2
1.720606229E2	1.866193265E-1	3.268129006E-2	1.420261711E-2
1.720706229E2	1.817324162E-1	3.023782931E-2	1.298088674E-2
1.720806229E2	1.756237596E-1	2.901609987E-2	1.191187184E-2
1.720906229E2	1.682933718E-1	3.023782931E-2	1.313360315E-2
1.721006229E2	1.609629989E-1	2.550362423E-2	1.084285788E-2
1.721106229E2	1.537853181E-1	2.794708498E-2	1.084285788E-2
1.721206229E2	1.452332139E-1	2.550362423E-2	9.621127509E-3
1.721306229E2	1.379028261E-1	2.306016348E-2	9.773843922E-3
1.721406229E2	1.305724531E-1	2.061670274E-2	8.552113548E-3
1.721506229E2	1.220203340E-1	2.199114859E-2	9.926560335E-3
1.721606229E2	1.075122803E-1	1.710422710E-2	8.857546374E-3
1.721706229E2	1.001819000E-1	1.832595654E-2	8.857546374E-3
1.721806229E2	9.162978828E-2	1.603521220E-2	7.788531948E-3
1.721906229E2	8.078692853E-2	1.481348183E-2	7.788531948E-3
1.722006229E2	7.345654815E-2	1.237002108E-2	7.941247895E-3
1.722106229E2	6.246097013E-2	1.007927675E-2	6.872233935E-3
1.722206229E2	5.268712714E-2	1.130100712E-2	8.093964309E-3
1.722306229E2	4.184427112E-2	7.635815535E-3	7.024950348E-3
1.722406229E2	2.596177347E-2	2.901609987E-3	8.399397135E-3
1.722506229E2	1.985312067E-2	4.123340361E-3	7.177666761E-3
1.722606229E2	1.130100712E-2	2.901609987E-3	6.108652335E-3
1.722706229E2	4.581489484E-4	4.581489484E-4	7.330383174E-3
1.722806229E2	-1.298088674E-2	-6.108652451E-4	5.039638374E-3
1.722906229E2	-2.275473066E-2	-3.054326167E-3	5.192354787E-3
1.723006229E2	-3.604105115E-2	-6.566801574E-3	4.123340361E-3
1.723106229E2	-4.703662544E-2	-9.010262787E-3	2.901609987E-3
1.723206229E2	-5.192354694E-2	-9.010262787E-3	3.054326167E-3
1.723306229E2	-6.291911751E-2	-1.023199316E-2	6.108652451E-4
1.723406229E2	-7.513642311E-2	-1.252273750E-2	7.635815418E-4
1.723506229E2	-8.231408894E-2	-1.252273750E-2	-4.581489484E-4
1.723606229E2	-9.453139454E-2	-1.740965992E-2	-3.054326226E-4
1.723706229E2	-1.043052375E-1	-1.725694351E-2	-1.374446787E-3
1.723806229E2	-1.104138941E-1	-1.725694351E-2	-3.817907767E-3
1.723906229E2	-1.189660057E-1	-2.092213556E-2	-6.108652335E-3
1.724006229E2	-1.299615800E-1	-2.321287990E-2	-9.773843922E-3
1.724106229E2	-1.383609772E-1	-2.199114859E-2	-1.084285788E-2
1.724206229E2	-1.456913650E-1	-2.565634064E-2	-1.328631863E-2
1.724306229E2	-1.554652005E-1	-2.809980139E-2	-1.435533352E-2
1.724406229E2	-1.603521258E-1	-2.794708498E-2	-1.557706390E-2
1.724506229E2	-1.676825136E-1	-2.916881628E-2	-1.786780916E-2
1.724606229E2	-1.737911552E-1	-3.039054573E-2	-1.908953860E-2
1.724706229E2	-1.811215430E-1	-3.161227703E-2	-2.260201424E-2
1.724806229E2	-1.860084683E-1	-3.405573592E-2	-2.504547499E-2
1.724906229E2	-1.908953935E-1	-3.268129006E-2	-2.626720630E-2
1.725006229E2	-1.970040351E-1	-3.634648025E-2	-2.733621933E-2
1.725106229E2	-2.018909603E-1	-3.756821156E-2	-3.100141138E-2
1.725206229E2	-2.031126916E-1	-3.634648025E-2	-3.222314268E-2
1.725306229E2	-2.092213482E-1	-4.001167417E-2	-3.344487399E-2
1.725406229E2	-2.104430795E-1	-3.878994286E-2	-3.466660157E-2
1.725506229E2	-2.141082734E-1	-3.878994286E-2	-3.695734590E-2
1.725606229E2	-2.153300047E-1	-4.001167417E-2	-3.817907721E-2
1.725706229E2	-2.177734673E-1	-4.001167417E-2	-4.062253982E-2
1.725806229E2	-2.165517360E-1	-4.001167417E-2	-4.062253982E-2
1.725906229E2	-2.189951837E-1	-4.108068720E-2	-4.184427112E-2
1.726006229E2	-2.189951837E-1	-4.108068720E-2	-4.306599870E-2
1.726106229E2	-2.189951837E-1	-4.108068720E-2	-4.550946131E-2
1.726206229E2	-2.189951837E-1	-4.001167417E-2	-4.550946131E-2
1.726306229E2	-2.177734673E-1	-4.123340547E-2	-4.550946131E-2
1.726406229E2	-2.153300047E-1	-4.123340547E-2	-4.550946131E-2
1.726506229E2	-2.153300047E-1	-4.123340547E-2	-4.550946131E-2
1.726606229E2	-2.104430795E-1	-3.878994286E-2	-4.550946131E-2
1.726706229E2	-2.079996169E-1	-4.001167417E-2	-4.566217586E-2
1.726806229E2	-2.020436823E-1	-3.878994286E-2	-4.444044828E-2
1.726906229E2	-2.032654136E-1	-3.878994286E-2	-4.444044828E-2
1.727006229E2	-1.959350258E-1	-4.001167417E-2	-4.199698567E-2
1.727106229E2	-1.934915632E-1	-3.878994286E-2	-4.092797264E-2
1.727206229E2	-1.886046380E-1	-3.634648025E-2	-3.970624134E-2
1.727306229E2	-1.800525337E-1	-3.405573592E-2	-3.848451003E-2
1.727406229E2	-1.751656085E-1	-3.527746722E-2	-3.863722831E-2
1.727506229E2	-1.678352207E-1	-3.405573592E-2	-3.619376570E-2
1.727606229E2	-1.617265791E-1	-3.161227703E-2	-3.375030309E-2
1.727706229E2	-1.568396538E-1	-3.039054573E-2	-3.145955876E-2
1.727806229E2	-1.482875347E-1	-2.687807009E-2	-3.023782931E-2
1.727906229E2	-1.397354305E-1	-2.932153270E-2	-2.672535367E-2
1.728006229E2	-1.324050426E-1	-2.687807009E-2	-2.428189293E-2
1.728106229E2	-1.227839142E-1	-2.336559631E-2	-2.199114859E-2
1.728206229E2	-1.166752651E-1	-2.214386500E-2	-2.076941915E-2
1.728306229E2	-1.069014147E-1	-2.214386500E-2	-1.603521220E-2
1.728406229E2	-9.957103431E-2	-1.725694351E-2	-1.481348183E-2
1.728506229E2	-8.857546002E-2	-1.740965992E-2	-1.252273750E-2
1.728606229E2	-8.002334833E-2	-1.740965992E-2	-1.023199316E-2
1.728706229E2	-6.780604273E-2	-1.252273750E-2	-5.345070735E-3
1.728806229E2	-5.803219974E-2	-9.010262787E-3	-4.276056774E-3
1.728906229E2	-5.070181563E-2	-9.010262787E-3	-6.108652451E-4
1.729006229E2	-3.985895589E-2	-7.788531948E-3	1.679879380E-3
1.729106229E2	-3.130684420E-2	-4.276056774E-3	2.748893574E-3
1.729206229E2	-2.031126991E-2	6.108652451E-4	6.414085161E-3
1.729306229E2	-1.053742506E-2	6.108652451E-4	9.926560335E-3
1.729406229E2	4.581489484E-4	4.581489484E-4	1.099557430E-2
1.729506229E2	1.267545391E-2	5.345070735E-3	1.466076635E-2
1.729606229E2	2.367102914E-2	7.788531948E-3	1.695151068E-2
1.729706229E2	3.207042441E-2	6.414085161E-3	1.924225502E-2
1.729806229E2	4.062253982E-2	7.635815535E-3	2.046398632E-2
1.729906229E2	5.161811411E-2	1.374446787E-2	2.275473066E-2
1.730006229E2	6.139195710E-2	1.114829071E-2	2.397646010E-2
1.730106229E2	7.238753140E-2	1.481348183E-2	2.626720630E-2
1.730206229E2	8.093964309E-2	1.725694351E-2	2.733621933E-2
1.730306229E2	9.178250283E-2	1.954768784E-2	2.977968007E-2
1.730406229E2	9.911288321E-2	2.076941915E-2	3.084869497E-2
1.730506229E2	1.088867337E-1	2.321287990E-2	3.207042441E-2
1.730606229E2	1.162171140E-1	2.443460934E-2	3.191770986E-2
1.730706229E2	1.259909570E-1	2.428189293E-2	3.420845419E-2
1.730806229E2	1.333213449E-1	2.794708498E-2	3.420845419E-2
1.730906229E2	1.429424733E-1	3.039054573E-2	3.527746722E-2
1.731006229E2	1.490511149E-1	2.916881628E-2	3.527746722E-2
1.731106229E2	1.576032341E-1	3.268129006E-2	3.405573592E-2
1.731206229E2	1.637118906E-1	3.268129006E-2	3.390302137E-2
1.731306229E2	1.698205322E-1	3.145955876E-2	3.512475267E-2
1.731406229E2	1.769981980E-1	3.512475267E-2	3.497203439E-2
1.731506229E2	1.831068546E-1	3.634648025E-2	3.375030309E-2
1.731606229E2	1.879937798E-1	3.497203439E-2	3.497203439E-2
1.731706229E2	1.941024363E-1	3.741549700E-2	3.237585723E-2
1.731806229E2	1.989893466E-1	3.741549700E-2	3.359758854E-2
1.731906229E2	2.014328092E-1	3.619376570E-2	3.237585723E-2
1.732006229E2	2.073887438E-1	3.863722831E-2	3.237585723E-2
1.732106229E2	2.098322064E-1	3.985895589E-2	3.100141138E-2
1.732206229E2	2.134974003E-1	3.985895589E-2	2.977968007E-2
1.732306229E2	2.147191316E-1	3.985895589E-2	2.977968007E-2
1.732406229E2	2.183843255E-1	3.985895589E-2	2.855795063E-2
1.732506229E2	2.171625942E-1	4.108068720E-2	2.733621933E-2
1.732606229E2	2.183843255E-1	3.985895589E-2	2.611448988E-2
1.732706229E2	2.196060568E-1	4.092797264E-2	2.611448988E-2
1.732806229E2	2.196060568E-1	3.985895589E-2	2.367102914E-2
1.732906229E2	2.183843255E-1	4.108068720E-2	2.367102914E-2
1.733006229E2	2.171625942E-1	3.863722831E-2	2.244929783E-2
1.733106229E2	2.157881409E-1	3.863722831E-2	2.000583708E-2
1.733206229E2	2.145664245E-1	3.741549700E-2	2.000583708E-2
1.733306229E2	2.110539377E-1	3.863722831E-2	1.878410578E-2
1.733406229E2	2.086104751E-1	3.741549700E-2	1.893682219E-2
1.733506229E2	2.073887438E-1	3.741549700E-2	1.893682219E-2
1.733606229E2	2.000583708E-1	3.741549700E-2	1.649336144E-2
1.733706229E2	1.951714456E-1	3.497203439E-2	1.527163107E-2
1.733806229E2	1.902845204E-1	3.268129006E-2	1.542434748E-2
1.733906229E2	1.841758788E-1	3.268129006E-2	1.298088674E-2
1.734006229E2	1.768454909E-1	3.023782931E-2	1.313360315E-2
1.734106229E2	1.756237596E-1	3.023782931E-2	1.313360315E-2
1.734206229E2	1.695151031E-1	2.779436857E-2	1.435533352E-2
1.734306229E2	1.611157060E-1	3.023782931E-2	1.328631863E-2
1.734406229E2	1.525636017E-1	2.672535367E-2	1.084285788E-2
1.734506229E2	1.452332139E-1	2.306016348E-2	9.621127509E-3
1.734606229E2	1.379028261E-1	2.550362423E-2	9.773843922E-3
1.734706229E2	1.317941695E-1	2.183843218E-2	9.773843922E-3
1.734806229E2	1.244637966E-1	2.199114859E-2	9.926560335E-3
1.734906229E2	1.136209369E-1	2.076941915E-2	8.704829961E-3
1.735006229E2	1.038470939E-1	2.076941915E-2	1.007927675E-2
1.735106229E2	9.285151958E-2	1.481348183E-2	9.010262787E-3
1.735206229E2	8.307767659E-2	1.359175146E-2	7.788531948E-3
1.735306229E2	7.834346592E-2	1.603521220E-2	9.162978269E-3
1.735406229E2	6.979135424E-2	1.114829071E-2	9.162978269E-3
1.735506229E2	5.635231733E-2	7.635815535E-3	6.872233935E-3
1.735606229E2	4.673119262E-2	1.252273750E-2	8.246680722E-3
1.735706229E2	3.451388702E-2	5.192354787E-3	7.024950348E-3
1.735806229E2	2.351831272E-2	4.581489484E-4	5.955935922E-3
1.735906229E2	1.863138936E-2	1.679879380E-3	8.399397135E-3
1.736006229E2	4.123340361E-3	4.123340361E-3	6.108652335E-3
1.736106229E2	-3.207042580E-3	-6.108652451E-4	5.039638374E-3
1.736206229E2	-1.542434748E-2	6.108652451E-4	6.261368748E-3
1.736306229E2	-2.519819140E-2	-1.832595794E-3	3.970623948E-3
1.736406229E2	-3.619376570E-2	-7.788531948E-3	4.123340361E-3
1.736506229E2	-4.703662544E-2	-1.023199316E-2	4.123340361E-3
1.736606229E2	-5.803219974E-2	-7.788531948E-3	3.054326167E-3
1.736706229E2	-6.536258012E-2	-1.130100712E-2	1.832595794E-3
1.736806229E2	-7.391469181E-2	-1.618792862E-2	7.635815418E-4
1.736906229E2	-8.597928286E-2	-8.857546374E-3	-3.054326226E-4
1.737006229E2	-9.453139454E-2	-1.740965992E-2	-2.748893574E-3
1.737106229E2	-1.030835137E-1	-2.214386500E-2	-2.596177394E-3
1.737206229E2	-1.140790880E-1	-1.847867295E-2	-6.261368748E-3
1.737306229E2	-1.214094684E-1	-1.847867295E-2	-8.552113548E-3
1.737406229E2	-1.287398487E-1	-2.565634064E-2	-9.773843922E-3
1.737506229E2	-1.371392459E-1	-2.199114859E-2	-1.084285788E-2
1.737606229E2	-1.456913650E-1	-2.321287990E-2	-1.328631863E-2
1.737706229E2	-1.505782902E-1	-3.176499158E-2	-1.435533352E-2
1.737806229E2	-1.579086632E-1	-2.932153270E-2	-1.557706390E-2
1.737906229E2	-1.652390510E-1	-2.428189293E-2	-1.908953860E-2
1.738006229E2	-1.701259762E-1	-3.039054573E-2	-2.031126991E-2
1.738106229E2	-1.762346178E-1	-3.283400834E-2	-2.275473066E-2
1.738206229E2	-1.835650057E-1	-2.916881628E-2	-2.504547499E-2
1.738306229E2	-1.872301996E-1	-3.161227703E-2	-2.504547499E-2
1.738406229E2	-1.945605874E-1	-3.756821156E-2	-2.871066704E-2
1.738506229E2	-1.982257664E-1	-3.390302137E-2	-2.977968007E-2
1.738606229E2	-1.994474977E-1	-3.512475267E-2	-3.100141138E-2
1.738706229E2	-2.018909603E-1	-3.756821156E-2	-3.344487399E-2
1.738806229E2	-2.079996169E-1	-4.001167417E-2	-3.588833287E-2
1.738906229E2	-2.104430795E-1	-3.634648025E-2	-3.711006418E-2
1.739006229E2	-2.116648108E-1	-3.878994286E-2	-3.817907721E-2
1.739106229E2	-2.141082734E-1	-4.367686436E-2	-3.817907721E-2
1.739206229E2	-2.141082734E-1	-3.634648025E-2	-4.062253982E-2
1.739306229E2	-2.141082734E-1	-4.245513305E-2	-4.184427112E-2
1.739406229E2	-2.141082734E-1	-4.123340547E-2	-4.306599870E-2
1.739506229E2	-2.141082734E-1	-4.001167417E-2	-4.428773001E-2
1.739606229E2	-2.128865421E-1	-3.878994286E-2	-4.428773001E-2
1.739706229E2	-2.128865421E-1	-4.001167417E-2	-4.306599870E-2
1.739806229E2	-2.104430795E-1	-4.123340547E-2	-4.550946131E-2
1.739906229E2	-2.079996169E-1	-3.878994286E-2	-4.444044828E-2
1.740006229E2	-2.055561543E-1	-3.878994286E-2	-4.321871698E-2
1.740106229E2	-2.020436823E-1	-4.123340547E-2	-4.321871698E-2
1.740206229E2	-1.996002197E-1	-4.001167417E-2	-4.321871698E-2
1.740306229E2	-1.947132945E-1	-3.756821156E-2	-4.199698567E-2
1.740406229E2	-1.910481006E-1	-3.756821156E-2	-4.092797264E-2
1.740506229E2	-1.849394590E-1	-3.649919853E-2	-3.970624134E-2
1.740606229E2	-1.812742651E-1	-3.649919853E-2	-3.970624134E-2
1.740706229E2	-1.763873398E-1	-3.283400834E-2	-3.741549700E-2
1.740806229E2	-1.690569520E-1	-3.161227703E-2	-3.375030309E-2
1.740906229E2	-1.617265791E-1	-3.283400834E-2	-3.375030309E-2
1.741006229E2	-1.580613852E-1	-3.283400834E-2	-3.268129006E-2
1.741106229E2	-1.495092660E-1	-2.932153270E-2	-3.023782931E-2
1.741206229E2	-1.397354305E-1	-2.687807009E-2	-2.794708498E-2
1.741306229E2	-1.348485053E-1	-2.809980139E-2	-2.550362423E-2
1.741406229E2	-1.264491081E-1	-2.565634064E-2	-2.321287990E-2
1.741506229E2	-1.178969890E-1	-2.336559631E-2	-1.954768784E-2
